,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
433616,FF,20170614,94.0,-1.32,6.14,187.0,408314,605218,,ball,14.0,L,R,NYM,CHC,B,,,1.0,1.92,Ryan Additon,0.127
433617,FF,20170614,94.9,-1.45,6.11,199.0,408314,605218,,ball,12.0,L,R,NYM,CHC,B,,,0.97,2.81,Ryan Additon,0.065
433618,FF,20170614,95.7,-1.48,6.14,183.0,408314,605218,,ball,12.0,L,R,NYM,CHC,B,,,0.52,4.63,Ryan Additon,0.036
433619,CU,20170614,81.4,-1.35,6.19,19.0,434158,605218,home_run,hit_into_play,8.0,L,R,NYM,CHC,X,,line_drive,-0.01,1.6,Ryan Additon,1.029
433620,FF,20170614,95.3,-1.36,6.13,192.0,434158,605218,,ball,11.0,L,R,NYM,CHC,B,,,-0.12,4.37,Ryan Additon,0.043
433621,CU,20170614,79.9,-1.42,6.11,20.0,434158,605218,,called_strike,1.0,L,R,NYM,CHC,S,,,-0.29,2.64,Ryan Additon,-0.062
433622,CU,20170614,81.1,-1.43,6.13,20.0,434158,605218,,ball,13.0,L,R,NYM,CHC,B,,,-1.16,-0.32,Ryan Additon,0.027
433623,CU,20170614,80.7,-1.41,6.22,13.0,434158,605218,,called_strike,7.0,L,R,NYM,CHC,S,,,-0.56,1.87,Ryan Additon,-0.037
433624,CU,20170614,70.6,2.44,5.33,303.0,575929,460283,strikeout,called_strike,9.0,R,L,NYM,CHC,S,2.0,,0.4,1.73,Ryan Additon,-0.124
433625,CU,20170614,70.5,2.67,5.29,296.0,575929,460283,,called_strike,14.0,R,L,NYM,CHC,S,,,0.84,1.87,Ryan Additon,-0.035
433626,FF,20170614,88.0,2.59,5.25,151.0,575929,460283,,ball,12.0,R,L,NYM,CHC,B,,,1.68,3.15,Ryan Additon,0.038
433627,CU,20170614,72.8,2.45,5.24,302.0,575929,460283,,swinging_strike,13.0,R,L,NYM,CHC,S,,,-1.09,0.35,Ryan Additon,-0.022
433628,CU,20170614,69.5,2.6,5.36,303.0,575929,460283,,ball,9.0,R,L,NYM,CHC,B,,,0.48,1.55,Ryan Additon,0.02
433629,FF,20170614,88.8,2.52,5.37,142.0,575929,460283,,ball,14.0,R,L,NYM,CHC,B,,,1.33,1.57,Ryan Additon,0.018
433630,CU,20170614,70.1,2.48,5.37,305.0,592178,460283,strikeout,swinging_strike_blocked,14.0,R,L,NYM,CHC,S,2.0,,0.43,0.91,Ryan Additon,-0.107
433631,CU,20170614,69.7,2.35,5.42,304.0,592178,460283,,swinging_strike,9.0,R,L,NYM,CHC,S,,,0.29,1.76,Ryan Additon,-0.038
433632,CU,20170614,70.8,2.58,5.39,297.0,592178,460283,,called_strike,6.0,R,L,NYM,CHC,S,,,0.62,2.23,Ryan Additon,-0.026
433633,FF,20170614,88.3,2.51,5.36,135.0,664023,460283,field_out,hit_into_play,5.0,R,L,NYM,CHC,X,5.0,ground_ball,-0.05,2.08,Ryan Additon,-0.235
433634,CH,20170614,82.4,2.67,5.27,107.0,664023,460283,,ball,14.0,R,L,NYM,CHC,B,,,0.09,0.87,Ryan Additon,0.027
433635,FF,20170614,87.4,2.55,5.53,152.0,664023,460283,,called_strike,14.0,R,L,NYM,CHC,S,,,0.85,1.54,Ryan Additon,-0.037
433636,CU,20170614,82.3,-1.42,6.1,49.0,518595,605218,field_out,hit_into_play,2.0,R,R,NYM,CHC,X,8.0,fly_ball,0.09,2.74,Ryan Additon,-0.087
433637,CU,20170614,81.7,-1.05,6.14,46.0,518595,605218,,called_strike,3.0,R,R,NYM,CHC,S,,,0.8,2.61,Ryan Additon,-0.018
433638,FF,20170614,95.7,-1.54,6.09,185.0,608061,605218,field_out,hit_into_play,2.0,R,R,NYM,CHC,X,8.0,fly_ball,-0.18,3.14,Ryan Additon,-0.172
433639,CU,20170614,82.6,-1.11,6.16,31.0,457803,605218,strikeout,swinging_strike_blocked,14.0,L,R,NYM,CHC,S,2.0,,1.03,0.57,Ryan Additon,-0.152
433640,CU,20170614,82.1,-1.64,6.06,33.0,457803,605218,,foul,8.0,L,R,NYM,CHC,S,,,0.25,1.86,Ryan Additon,0.0
433641,FF,20170614,96.4,-1.4,6.06,194.0,457803,605218,,foul,4.0,L,R,NYM,CHC,S,,,-0.75,2.32,Ryan Additon,0.0
433642,FF,20170614,95.0,-1.33,6.06,197.0,457803,605218,,swinging_strike,4.0,L,R,NYM,CHC,S,,,-0.33,2.47,Ryan Additon,-0.056
433643,CU,20170614,81.4,-1.43,6.18,15.0,457803,605218,,foul,5.0,L,R,NYM,CHC,S,,,0.0,2.1,Ryan Additon,-0.037
433644,CU,20170614,69.9,2.49,5.25,296.0,519203,460283,strikeout,swinging_strike,6.0,L,L,NYM,CHC,S,2.0,,0.51,2.37,Ryan Additon,-0.251
433645,CU,20170614,70.9,2.43,5.16,301.0,519203,460283,,foul,4.0,L,L,NYM,CHC,S,,,-0.52,2.53,Ryan Additon,0.0
433646,FF,20170614,89.9,2.37,5.3,127.0,519203,460283,,ball,14.0,L,L,NYM,CHC,B,,,0.43,0.96,Ryan Additon,0.061
433647,CU,20170614,70.3,2.51,5.32,300.0,519203,460283,,foul,8.0,L,L,NYM,CHC,S,,,0.22,2.09,Ryan Additon,-0.052
433648,FF,20170614,87.9,2.66,5.18,153.0,519203,460283,,called_strike,7.0,L,L,NYM,CHC,S,,,-0.47,2.07,Ryan Additon,-0.059
433649,FF,20170614,88.0,2.44,5.49,155.0,519203,460283,,ball,2.0,L,L,NYM,CHC,B,,,-0.08,3.11,Ryan Additon,0.048
433650,FF,20170614,88.1,2.6,5.54,143.0,519203,460283,,ball,12.0,L,L,NYM,CHC,B,,,1.05,2.66,Ryan Additon,0.026
433651,FF,20170614,92.2,-0.7,5.65,199.0,546991,477569,single,hit_into_play,5.0,R,R,NYM,CHC,X,8.0,ground_ball,0.09,2.54,Ryan Additon,0.104
433652,KC,20170614,84.6,-0.94,5.66,283.0,546991,477569,,ball,14.0,R,R,NYM,CHC,B,,,0.57,-0.16,Ryan Additon,0.02
433653,KC,20170614,84.7,-0.85,5.8,180.0,546991,477569,,ball,14.0,R,R,NYM,CHC,B,,,0.15,0.33,Ryan Additon,0.014
433654,FF,20170614,93.1,-0.85,5.63,213.0,546991,477569,,called_strike,6.0,R,R,NYM,CHC,S,,,0.67,2.36,Ryan Additon,-0.018
433655,CH,20170614,88.0,-0.58,5.8,238.0,518792,477569,strikeout,swinging_strike,13.0,L,R,NYM,CHC,S,2.0,,-0.45,0.92,Ryan Additon,-0.223
433656,FF,20170614,92.4,-0.73,5.66,192.0,518792,477569,,ball,14.0,L,R,NYM,CHC,B,,,1.39,1.77,Ryan Additon,0.071
433657,FF,20170614,92.8,-0.85,5.68,209.0,518792,477569,,ball,13.0,L,R,NYM,CHC,B,,,-0.9,1.37,Ryan Additon,0.031
433658,FF,20170614,91.4,-0.96,5.56,206.0,518792,477569,,foul,12.0,L,R,NYM,CHC,S,,,0.55,3.48,Ryan Additon,-0.045
433659,KC,20170614,84.0,-1.06,5.7,343.0,518792,477569,,called_strike,7.0,L,R,NYM,CHC,S,,,-0.65,2.12,Ryan Additon,-0.032
433660,KC,20170614,83.5,-1.06,5.66,330.0,518792,477569,,ball,14.0,L,R,NYM,CHC,B,,,0.75,0.13,Ryan Additon,0.026
433661,FF,20170614,93.0,-0.89,5.74,203.0,595879,477569,field_out,hit_into_play,12.0,R,R,NYM,CHC,X,7.0,fly_ball,0.12,4.42,Ryan Additon,-0.173
433662,CH,20170614,88.2,-0.41,5.91,229.0,595879,477569,,foul,6.0,R,R,NYM,CHC,S,,,0.7,2.51,Ryan Additon,0.0
433663,FF,20170614,93.3,-0.65,5.87,192.0,595879,477569,,foul,12.0,R,R,NYM,CHC,S,,,0.99,3.45,Ryan Additon,0.0
433664,FF,20170614,92.7,-0.94,5.64,204.0,595879,477569,,swinging_strike,3.0,R,R,NYM,CHC,S,,,0.73,3.0,Ryan Additon,-0.062
433665,FF,20170614,91.7,-0.94,5.56,207.0,595879,477569,,swinging_strike,11.0,R,R,NYM,CHC,S,,,-0.45,3.41,Ryan Additon,-0.046
433666,KC,20170614,82.7,-0.99,5.8,211.0,595879,477569,,ball,14.0,R,R,NYM,CHC,B,,,0.31,1.4,Ryan Additon,0.036
433667,SL,20170614,85.5,-2.07,5.82,180.0,527038,467008,strikeout,swinging_strike,14.0,R,R,NYM,CHC,S,2.0,,0.05,1.02,Ryan Additon,-0.414
433668,SL,20170614,84.8,-1.81,5.79,21.0,527038,467008,,blocked_ball,14.0,R,R,NYM,CHC,B,,,1.58,0.68,Ryan Additon,0.075
433669,FT,20170614,96.2,-1.56,6.01,237.0,527038,467008,,foul,1.0,R,R,NYM,CHC,S,,,-0.3,2.91,Ryan Additon,-0.119
433670,FT,20170614,96.2,-1.59,6.04,226.0,527038,467008,,swinging_strike,5.0,R,R,NYM,CHC,S,,,0.0,2.37,Ryan Additon,-0.11
433671,FF,20170614,95.9,-1.84,5.76,210.0,527038,467008,,ball,14.0,R,R,NYM,CHC,B,,,0.88,1.85,Ryan Additon,0.08
433672,FS,20170614,90.8,-2.0,5.88,190.0,446263,467008,walk,blocked_ball,14.0,L,R,NYM,CHC,B,,,1.47,0.53,Ryan Additon,0.18
433673,SL,20170614,84.1,-1.95,5.69,358.0,446263,467008,,ball,14.0,L,R,NYM,CHC,B,,,1.2,2.05,Ryan Additon,0.051
433674,SL,20170614,84.6,-1.92,5.95,59.0,446263,467008,,swinging_strike,13.0,L,R,NYM,CHC,S,,,-0.06,1.27,Ryan Additon,-0.081
433675,FT,20170614,96.3,-1.53,6.05,251.0,446263,467008,,ball,14.0,L,R,NYM,CHC,B,,,0.05,1.16,Ryan Additon,0.052
433676,FT,20170614,96.7,-1.72,6.09,228.0,446263,467008,,swinging_strike,4.0,L,R,NYM,CHC,S,,,-0.55,2.73,Ryan Additon,-0.056
433677,SL,20170614,85.3,-1.96,6.05,70.0,446263,467008,,ball,14.0,L,R,NYM,CHC,B,,,1.7,2.22,Ryan Additon,0.033
433678,FF,20170614,95.1,-1.28,6.08,212.0,501571,467008,triple,hit_into_play,3.0,R,R,NYM,CHC,X,8.0,line_drive,0.48,3.2,Ryan Additon,1.265
433679,FF,20170614,95.4,-1.76,5.97,206.0,501571,467008,,foul,8.0,R,R,NYM,CHC,S,,,0.06,1.85,Ryan Additon,-0.053
433680,SL,20170614,83.8,-1.96,5.8,30.0,501571,467008,,called_strike,5.0,R,R,NYM,CHC,S,,,-0.05,2.33,Ryan Additon,-0.032
433681,SL,20170614,84.8,-1.78,5.91,38.0,624424,467008,strikeout,swinging_strike,6.0,L,R,NYM,CHC,S,2.0,,0.73,2.17,Ryan Additon,-0.273
433682,SL,20170614,85.0,-1.73,6.0,128.0,624424,467008,,ball,14.0,L,R,NYM,CHC,B,,,1.22,1.39,Ryan Additon,0.058
433683,FT,20170614,96.2,-1.26,6.04,246.0,624424,467008,,called_strike,9.0,L,R,NYM,CHC,S,,,0.52,1.89,Ryan Additon,-0.073
433684,SL,20170614,84.5,-1.81,5.99,37.0,624424,467008,,foul,6.0,L,R,NYM,CHC,S,,,0.78,2.41,Ryan Additon,-0.068
433685,FF,20170614,96.1,-1.5,5.97,214.0,624424,467008,,ball,14.0,L,R,NYM,CHC,B,,,1.84,1.93,Ryan Additon,0.045
433686,SL,20170614,84.1,-1.94,5.92,36.0,408314,467008,strikeout,swinging_strike,14.0,L,R,NYM,CHC,S,2.0,,0.95,0.88,Ryan Additon,-0.518
433687,FT,20170614,96.9,-1.58,6.05,230.0,408314,467008,,foul,5.0,L,R,NYM,CHC,S,,,-0.08,1.95,Ryan Additon,-0.115
433688,FT,20170614,96.0,-1.94,5.93,231.0,408314,467008,,ball,11.0,L,R,NYM,CHC,B,,,-1.29,3.38,Ryan Additon,0.174
433689,FT,20170614,95.7,-1.96,5.98,245.0,408314,467008,,ball,13.0,L,R,NYM,CHC,B,,,-1.33,1.0,Ryan Additon,0.103
433690,SL,20170614,84.5,-1.8,6.07,349.0,408314,467008,,foul,6.0,L,R,NYM,CHC,S,,,0.71,2.11,Ryan Additon,-0.082
433691,FT,20170614,96.1,-1.95,5.94,247.0,408314,467008,,blocked_ball,13.0,L,R,NYM,CHC,B,,,-0.68,0.58,Ryan Additon,0.065
433692,FT,20170614,96.3,-1.82,6.05,241.0,434158,467008,walk,ball,13.0,L,R,NYM,CHC,B,,,-0.62,1.26,Ryan Additon,0.233
433693,FT,20170614,96.0,-1.88,6.08,237.0,434158,467008,,ball,13.0,L,R,NYM,CHC,B,,,-0.62,1.36,Ryan Additon,0.117
433694,SL,20170614,83.8,-1.87,5.9,360.0,434158,467008,,swinging_strike,9.0,L,R,NYM,CHC,S,,,0.67,1.35,Ryan Additon,-0.061
433695,SL,20170614,83.4,-1.94,6.01,358.0,434158,467008,,ball,12.0,L,R,NYM,CHC,B,,,0.27,3.25,Ryan Additon,0.065
433696,FF,20170614,95.3,-1.99,6.04,209.0,434158,467008,,ball,11.0,L,R,NYM,CHC,B,,,-1.68,3.62,Ryan Additon,0.036
433697,FF,20170614,90.9,-3.86,4.33,244.0,656941,623149,field_out,hit_into_play,4.0,L,R,NYM,CHC,X,7.0,fly_ball,-0.59,2.36,Ryan Additon,-0.301
433698,FF,20170614,90.1,-3.9,4.6,243.0,656941,623149,,ball,11.0,L,R,NYM,CHC,B,,,-1.39,2.72,Ryan Additon,0.048
433699,FF,20170614,90.9,-3.93,4.69,235.0,656941,623149,,ball,11.0,L,R,NYM,CHC,B,,,-1.43,3.28,Ryan Additon,0.026
433700,FF,20170614,90.5,-3.81,4.72,221.0,445055,623149,single,hit_into_play,6.0,L,R,NYM,CHC,X,7.0,fly_ball,0.71,2.41,Ryan Additon,0.102
433701,SL,20170614,80.6,-3.89,4.8,36.0,445055,623149,,ball,13.0,L,R,NYM,CHC,B,,,-1.4,2.05,Ryan Additon,0.018
433702,CH,20170614,82.8,-3.92,4.38,270.0,471083,623149,field_out,hit_into_play,13.0,L,R,NYM,CHC,X,4.0,ground_ball,-0.27,0.98,Ryan Additon,-0.166
433703,CH,20170614,82.5,-3.8,4.66,270.0,471083,623149,,ball,13.0,L,R,NYM,CHC,B,,,-1.23,1.68,Ryan Additon,0.021
433704,FF,20170614,91.0,-3.8,4.7,242.0,471083,623149,,called_strike,8.0,L,R,NYM,CHC,S,,,0.12,1.69,Ryan Additon,-0.026
433705,SL,20170614,82.7,-3.88,4.58,27.0,592178,623149,field_out,hit_into_play,8.0,R,R,NYM,CHC,X,6.0,ground_ball,-0.09,1.33,Ryan Additon,-0.208
433706,SL,20170614,82.1,-3.83,4.69,106.0,592178,623149,,called_strike,8.0,R,R,NYM,CHC,S,,,0.0,1.63,Ryan Additon,-0.037
433707,FF,20170614,90.6,2.47,6.25,124.0,518595,543557,field_out,hit_into_play,6.0,R,L,NYM,CHC,X,9.0,fly_ball,0.73,2.43,Ryan Additon,-0.211
433708,CH,20170614,82.6,2.59,6.3,85.0,518595,543557,,ball,14.0,R,L,NYM,CHC,B,,,0.08,0.95,Ryan Additon,0.016
433709,CU,20170614,73.3,2.55,6.27,316.0,518595,543557,,foul,4.0,R,L,NYM,CHC,S,,,-0.28,2.5,Ryan Additon,-0.032
433710,FF,20170614,92.2,2.56,6.28,139.0,608061,543557,field_error,hit_into_play,7.0,R,L,NYM,CHC,X,6.0,ground_ball,-0.32,1.85,Ryan Additon,0.12
433711,FF,20170614,91.0,2.69,6.33,120.0,608061,543557,,ball,12.0,R,L,NYM,CHC,B,,,1.59,2.76,Ryan Additon,0.018
433712,CU,20170614,76.6,2.7,6.26,320.0,457803,543557,field_out,hit_into_play,5.0,L,L,NYM,CHC,X,8.0,fly_ball,-0.03,2.13,Ryan Additon,-0.145
433713,FC,20170614,87.9,2.7,6.26,163.0,457803,543557,,swinging_strike,4.0,L,L,NYM,CHC,S,,,-0.75,2.59,Ryan Additon,-0.026
433714,CH,20170614,81.8,2.69,6.46,93.0,527038,543557,field_out,hit_into_play,14.0,R,L,NYM,CHC,X,6.0,ground_ball,0.9,1.82,Ryan Additon,-0.208
433715,FC,20170614,89.7,2.63,6.34,150.0,527038,543557,,called_strike,12.0,R,L,NYM,CHC,S,,,1.06,3.09,Ryan Additon,-0.037
433716,SL,20170614,82.2,-3.74,4.71,12.0,664023,623149,field_out,hit_into_play,8.0,L,R,NYM,CHC,X,3.0,ground_ball,-0.18,1.31,Ryan Additon,-0.121
433717,FF,20170614,90.9,-3.86,4.51,242.0,664023,623149,,ball,11.0,L,R,NYM,CHC,B,,,-1.05,3.05,Ryan Additon,0.02
433718,FF,20170614,90.8,-3.76,4.53,234.0,664023,623149,,ball,13.0,L,R,NYM,CHC,B,,,-1.66,1.99,Ryan Additon,0.014
433719,FF,20170614,90.6,-3.87,4.48,241.0,664023,623149,,foul,8.0,L,R,NYM,CHC,S,,,-0.12,1.86,Ryan Additon,-0.018
433720,FF,20170614,92.1,-3.82,4.71,233.0,519203,623149,strikeout,called_strike,13.0,L,R,NYM,CHC,S,2.0,,-1.21,1.95,Ryan Additon,-0.122
433721,FF,20170614,90.9,-3.79,4.52,241.0,519203,623149,,foul,6.0,L,R,NYM,CHC,S,,,0.68,2.43,Ryan Additon,-0.045
433722,FF,20170614,90.1,-3.7,4.51,244.0,519203,623149,,called_strike,9.0,L,R,NYM,CHC,S,,,0.34,2.35,Ryan Additon,-0.032
433723,CH,20170614,81.9,-3.79,4.62,268.0,519203,623149,,ball,14.0,L,R,NYM,CHC,B,,,0.55,-0.25,Ryan Additon,0.026
433724,SL,20170614,82.4,-3.85,4.58,15.0,546991,623149,field_out,hit_into_play,8.0,R,R,NYM,CHC,X,5.0,ground_ball,-0.25,1.53,Ryan Additon,-0.152
433725,SL,20170614,81.9,-3.8,4.74,72.0,546991,623149,,swinging_strike,7.0,R,R,NYM,CHC,S,,,-0.29,1.6,Ryan Additon,-0.056
433726,FF,20170614,89.1,-3.67,4.76,242.0,546991,623149,,called_strike,2.0,R,R,NYM,CHC,S,,,0.03,3.15,Ryan Additon,-0.037
433727,FC,20170614,87.3,2.75,6.23,125.0,446263,543557,field_out,hit_into_play,5.0,L,L,NYM,CHC,X,3.0,ground_ball,0.0,2.28,Ryan Additon,-0.496
433728,FF,20170614,91.2,2.57,6.21,125.0,446263,543557,,ball,13.0,L,L,NYM,CHC,B,,,-1.15,1.74,Ryan Additon,0.052
433729,FF,20170614,91.7,2.59,6.24,126.0,501571,543557,sac_fly,hit_into_play,2.0,R,L,NYM,CHC,X,8.0,fly_ball,-0.1,2.77,Ryan Additon,-0.475
433730,FF,20170614,90.2,2.56,6.23,144.0,571927,543557,single,hit_into_play,6.0,R,L,NYM,CHC,X,6.0,ground_ball,0.31,1.89,Ryan Additon,0.905
433731,FF,20170614,90.2,2.59,6.27,148.0,571927,543557,,called_strike,8.0,R,L,NYM,CHC,S,,,-0.07,1.5,Ryan Additon,-0.092
433732,FF,20170614,91.1,2.51,6.3,122.0,571927,543557,,ball,13.0,R,L,NYM,CHC,B,,,-0.66,1.29,Ryan Additon,0.224
433733,CU,20170614,76.1,2.54,6.2,316.0,571927,543557,,ball,7.0,R,L,NYM,CHC,B,,,-0.82,1.52,Ryan Additon,0.156
433734,FF,20170614,91.1,2.49,6.25,119.0,571927,543557,,ball,14.0,R,L,NYM,CHC,B,,,2.27,2.35,Ryan Additon,0.13
433735,FF,20170614,91.7,2.49,6.33,128.0,571927,543557,,foul,6.0,R,L,NYM,CHC,S,,,0.64,2.51,Ryan Additon,-0.119
433736,CU,20170614,74.9,2.54,6.24,299.0,408314,543557,walk,ball,13.0,R,L,NYM,CHC,B,,,-2.18,1.69,Ryan Additon,0.5
433737,CU,20170614,75.3,2.64,6.26,307.0,408314,543557,,foul,8.0,R,L,NYM,CHC,S,,,0.16,1.65,Ryan Additon,0.0
433738,FF,20170614,90.0,2.32,6.33,149.0,408314,543557,,called_strike,5.0,R,L,NYM,CHC,S,,,-0.22,2.02,Ryan Additon,-0.122
433739,FF,20170614,91.1,2.46,6.36,149.0,408314,543557,,called_strike,6.0,R,L,NYM,CHC,S,,,0.58,2.3,Ryan Additon,-0.119
433740,CU,20170614,74.6,2.51,6.2,319.0,408314,543557,,blocked_ball,13.0,R,L,NYM,CHC,B,,,-1.99,0.22,Ryan Additon,0.226
433741,FF,20170614,91.8,2.56,6.33,131.0,408314,543557,,ball,14.0,R,L,NYM,CHC,B,,,1.22,1.76,Ryan Additon,0.106
433742,CU,20170614,75.9,2.67,6.24,315.0,408314,543557,,blocked_ball,13.0,R,L,NYM,CHC,B,,,-1.05,0.78,Ryan Additon,0.066
433743,FF,20170614,91.5,2.58,6.2,124.0,434158,543557,single,hit_into_play,13.0,L,L,NYM,CHC,X,6.0,ground_ball,-1.03,2.07,Ryan Additon,0.594
433744,CU,20170614,76.6,2.61,6.29,311.0,434158,543557,,called_strike,13.0,L,L,NYM,CHC,S,,,-0.87,2.28,Ryan Additon,-0.065
433745,FF,20170614,90.8,2.51,6.27,118.0,434158,543557,,called_strike,2.0,L,L,NYM,CHC,S,,,-0.18,2.77,Ryan Additon,-0.046
433746,FF,20170614,92.3,2.58,6.22,127.0,518595,543557,strikeout,called_strike,9.0,R,L,NYM,CHC,S,2.0,,0.81,1.85,Ryan Additon,-0.342
433747,FF,20170614,90.9,2.41,6.28,114.0,518595,543557,,called_strike,7.0,R,L,NYM,CHC,S,,,-0.33,1.5,Ryan Additon,-0.117
433748,FF,20170614,91.3,2.55,6.3,137.0,518595,543557,,ball,11.0,R,L,NYM,CHC,B,,,-1.55,2.97,Ryan Additon,0.103
433749,CU,20170614,76.1,2.53,6.29,317.0,518595,543557,,swinging_strike,13.0,R,L,NYM,CHC,S,,,-1.14,1.24,Ryan Additon,-0.082
433750,CU,20170614,76.2,2.7,6.26,316.0,518595,543557,,ball,7.0,R,L,NYM,CHC,B,,,-0.54,1.49,Ryan Additon,0.065
433751,CH,20170614,82.3,2.74,6.36,101.0,608061,543557,single,hit_into_play,14.0,R,L,NYM,CHC,X,8.0,fly_ball,0.97,2.13,Ryan Additon,0.351
433752,FF,20170614,91.1,2.59,6.29,122.0,608061,543557,,ball,12.0,R,L,NYM,CHC,B,,,1.6,2.8,Ryan Additon,0.036
433753,FT,20170614,89.7,-1.93,6.02,227.0,543557,518774,field_out,hit_into_play,5.0,L,R,NYM,CHC,X,5.0,ground_ball,-0.05,2.54,Ryan Additon,-0.087
433754,CH,20170614,88.1,-2.06,5.96,228.0,543557,518774,,foul,11.0,L,R,NYM,CHC,S,,,-1.02,2.55,Ryan Additon,-0.018
433755,CU,20170614,77.3,-1.92,6.0,353.0,595879,518774,field_out,hit_into_play,9.0,R,R,NYM,CHC,X,4.0,ground_ball,0.7,1.37,Ryan Additon,-0.166
433756,SL,20170614,85.2,-1.9,5.94,156.0,595879,518774,,swinging_strike,14.0,R,R,NYM,CHC,S,,,0.88,1.02,Ryan Additon,-0.032
433757,SL,20170614,83.8,-1.83,6.03,191.0,595879,518774,,ball,3.0,R,R,NYM,CHC,B,,,0.7,3.51,Ryan Additon,0.026
433758,CH,20170614,89.7,-1.75,6.09,223.0,656941,518774,home_run,hit_into_play,5.0,L,R,NYM,CHC,X,,fly_ball,-0.13,2.19,Ryan Additon,1.72
433759,CH,20170614,81.5,-1.91,5.87,263.0,445055,518774,single,hit_into_play,11.0,L,R,NYM,CHC,X,8.0,line_drive,-0.91,2.85,Ryan Additon,0.257
433760,CH,20170614,88.5,-1.76,6.07,231.0,471083,518774,strikeout,called_strike,12.0,L,R,NYM,CHC,S,2.0,,0.88,2.67,Ryan Additon,-0.152
433761,CH,20170614,82.1,-1.96,5.89,252.0,471083,518774,,swinging_strike,13.0,L,R,NYM,CHC,S,,,-1.03,1.6,Ryan Additon,-0.056
433762,CU,20170614,74.0,-1.7,6.09,360.0,471083,518774,,called_strike,11.0,L,R,NYM,CHC,S,,,-1.11,2.46,Ryan Additon,-0.037
433763,CU,20170614,76.4,2.66,6.21,308.0,457803,543557,strikeout,swinging_strike,13.0,L,L,NYM,CHC,S,2.0,,-1.19,1.79,Ryan Additon,-0.265
433764,CU,20170614,76.9,2.7,6.27,330.0,457803,543557,,ball,14.0,L,L,NYM,CHC,B,,,1.09,2.46,Ryan Additon,0.041
433765,FF,20170614,91.6,2.45,6.32,137.0,457803,543557,,ball,13.0,L,L,NYM,CHC,B,,,-1.37,1.51,Ryan Additon,0.026
433766,FF,20170614,92.2,2.51,6.32,140.0,457803,543557,,foul,11.0,L,L,NYM,CHC,S,,,-1.0,2.88,Ryan Additon,-0.08
433767,FF,20170614,91.9,2.47,6.32,128.0,457803,543557,,foul,2.0,L,L,NYM,CHC,S,,,-0.03,2.91,Ryan Additon,-0.046
433768,CH,20170614,81.8,2.62,6.31,77.0,527038,543557,field_out,hit_into_play,9.0,R,L,NYM,CHC,X,7.0,line_drive,0.72,1.91,Ryan Additon,-0.267
433769,CH,20170614,81.1,2.51,6.32,97.0,527038,543557,,blocked_ball,13.0,R,L,NYM,CHC,B,,,-0.01,-0.26,Ryan Additon,0.037
433770,CU,20170614,78.6,2.63,6.33,321.0,527038,543557,,foul,7.0,R,L,NYM,CHC,S,,,-0.77,1.66,Ryan Additon,0.0
433771,FC,20170614,88.6,2.42,6.38,89.0,527038,543557,,ball,13.0,R,L,NYM,CHC,B,,,-1.88,1.47,Ryan Additon,0.039
433772,CH,20170614,82.0,2.59,6.31,102.0,527038,543557,,swinging_strike,7.0,R,L,NYM,CHC,S,,,-0.36,1.78,Ryan Additon,-0.087
433773,FF,20170614,91.6,2.56,6.35,124.0,527038,543557,,foul,5.0,R,L,NYM,CHC,S,,,0.23,2.37,Ryan Additon,-0.06
433774,FF,20170614,91.8,2.46,6.32,123.0,435522,543557,sac_bunt,hit_into_play,9.0,R,L,NYM,CHC,X,1.0,ground_ball,0.38,1.64,Ryan Additon,-0.102
433775,CU,20170614,77.8,2.59,6.39,319.0,501571,543557,single,hit_into_play,6.0,R,L,NYM,CHC,X,9.0,line_drive,0.3,2.26,Ryan Additon,0.459
433776,FF,20170614,91.9,2.55,6.34,139.0,501571,543557,,called_strike,4.0,R,L,NYM,CHC,S,,,-0.8,2.2,Ryan Additon,-0.062
433777,FC,20170614,87.0,2.61,6.33,146.0,501571,543557,,foul,4.0,R,L,NYM,CHC,S,,,-0.54,2.36,Ryan Additon,-0.046
433778,FF,20170614,90.4,2.57,6.35,147.0,501571,543557,,ball,12.0,R,L,NYM,CHC,B,,,0.55,3.73,Ryan Additon,0.036
433779,FF,20170614,91.0,-1.57,6.23,217.0,592178,518774,strikeout,called_strike,12.0,R,R,NYM,CHC,S,2.0,,0.85,2.58,Ryan Additon,-0.073
433780,CH,20170614,80.2,-1.69,6.06,250.0,592178,518774,,called_strike,3.0,R,R,NYM,CHC,S,,,0.53,3.17,Ryan Additon,-0.029
433781,FF,20170614,90.4,-1.66,6.08,222.0,592178,518774,,called_strike,12.0,R,R,NYM,CHC,S,,,1.01,2.75,Ryan Additon,-0.022
433782,FF,20170614,87.3,-1.49,6.22,195.0,592178,518774,,ball,12.0,R,R,NYM,CHC,B,,,1.05,3.0,Ryan Additon,0.018
433783,CH,20170614,83.2,-2.09,5.72,263.0,664023,518774,field_out,hit_into_play,11.0,L,R,NYM,CHC,X,4.0,ground_ball,-1.06,2.46,Ryan Additon,-0.166
433784,CH,20170614,89.7,-1.52,6.04,224.0,664023,518774,,called_strike,6.0,L,R,NYM,CHC,S,,,0.38,3.1,Ryan Additon,-0.032
