,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,prox_x,prox_z,prox_pos_x,prox_pos_z,call
2375,2375,2375,143305,CH,20200824,88.3,-2.66,5.35,225.0,641857,642203,,foul,13.0,L,R,ARI,COL,S,,,-0.67,1.48,Edwin Moscoso,0.0,0.3299999999999999,0.02,in,out,w
2376,2376,2376,143306,FF,20200824,95.6,-2.63,5.29,211.0,641857,642203,,ball,13.0,L,R,ARI,COL,B,,,-1.44,2.57,Edwin Moscoso,0.041,0.4399999999999999,0.9300000000000002,out,in,w
2377,2377,2377,143307,FF,20200824,94.8,-2.59,5.3,216.0,641857,642203,,called_strike,6.0,L,R,ARI,COL,S,,,0.46,2.47,Edwin Moscoso,-0.136,0.54,0.9700000000000002,in,in,r
2378,2378,2378,143308,CH,20200824,84.7,-2.79,5.09,223.0,641857,642203,,ball,13.0,L,R,ARI,COL,B,,,-0.89,1.78,Edwin Moscoso,0.064,0.1099999999999999,0.28,in,in,r
2379,2379,2379,143309,FF,20200824,93.0,-2.82,5.16,203.0,641857,642203,,called_strike,8.0,L,R,ARI,COL,S,,,-0.04,1.67,Edwin Moscoso,-0.071,0.96,0.1699999999999999,in,in,r
2380,2380,2380,143310,SL,20200824,87.1,-2.69,5.48,106.0,502517,642203,field_out,hit_into_play,14.0,L,R,ARI,COL,X,9.0,fly_ball,1.11,1.5,Edwin Moscoso,-0.361,0.1100000000000001,0.0,out,in,w
2381,2381,2381,143311,FF,20200824,93.9,-2.83,5.28,218.0,502517,642203,,foul,4.0,L,R,ARI,COL,S,,,-0.65,2.7,Edwin Moscoso,-0.098,0.35,0.7999999999999998,in,in,r
2382,2382,2382,143312,FF,20200824,93.4,-2.72,5.26,207.0,502517,642203,,foul,4.0,L,R,ARI,COL,S,,,-0.59,2.72,Edwin Moscoso,-0.061,0.41,0.7799999999999998,in,in,r
2383,2383,2383,143313,CH,20200824,84.4,-3.01,5.25,230.0,502517,642203,,ball,13.0,L,R,ARI,COL,B,,,-0.39,0.8,Edwin Moscoso,0.056,0.61,0.7,in,out,w
2384,2384,2384,143314,SL,20200824,86.1,-2.74,5.3,152.0,571448,642203,,ball,14.0,R,R,ARI,COL,B,,,1.57,1.42,Edwin Moscoso,0.031,0.5700000000000001,0.08,out,out,w
2385,2385,2385,143315,FF,20200824,94.1,-2.79,5.27,225.0,596115,642203,field_out,hit_into_play,7.0,R,R,ARI,COL,X,9.0,fly_ball,-0.48,1.8,Edwin Moscoso,-0.656,0.52,0.3,in,in,r
2386,2386,2386,143316,FF,20200824,95.3,-2.83,5.23,216.0,596115,642203,,foul,7.0,R,R,ARI,COL,S,,,-0.54,2.04,Edwin Moscoso,-0.084,0.4599999999999999,0.54,in,in,r
2387,2387,2387,143317,FF,20200824,93.5,-2.9,5.14,220.0,596115,642203,,ball,11.0,R,R,ARI,COL,B,,,-1.7,2.76,Edwin Moscoso,0.201,0.7,0.7400000000000002,out,in,w
2388,2388,2388,143318,SL,20200824,87.3,-2.87,5.28,150.0,596115,642203,,blocked_ball,14.0,R,R,ARI,COL,B,,,0.98,-0.07,Edwin Moscoso,0.108,0.02,1.57,in,out,w
2389,2389,2389,143319,FF,20200824,93.1,-2.89,5.07,219.0,596115,642203,,ball,13.0,R,R,ARI,COL,B,,,-0.47,1.2,Edwin Moscoso,0.039,0.53,0.3,in,out,w
2390,2390,2390,143320,CH,20200824,84.6,-3.03,5.19,227.0,606132,642203,single,hit_into_play,7.0,L,R,ARI,COL,X,9.0,ground_ball,-0.81,1.67,Edwin Moscoso,0.744,0.1899999999999999,0.1699999999999999,in,in,r
2391,2391,2391,143321,FF,20200824,93.5,-3.05,5.15,216.0,606132,642203,,ball,14.0,L,R,ARI,COL,B,,,0.92,1.93,Edwin Moscoso,0.047,0.0799999999999999,0.4299999999999999,in,in,r
2392,2392,2392,143322,FF,20200824,92.5,-3.09,5.28,216.0,606132,642203,,called_strike,6.0,L,R,ARI,COL,S,,,0.63,2.63,Edwin Moscoso,-0.067,0.37,0.8700000000000001,in,in,r
2393,2393,2393,143323,FF,20200824,94.0,-2.83,5.16,213.0,547172,642203,double,hit_into_play,9.0,L,R,ARI,COL,X,9.0,line_drive,0.51,1.69,Edwin Moscoso,0.532,0.49,0.1899999999999999,in,in,r
2394,2394,2394,143324,CH,20200824,84.0,-2.99,5.08,230.0,547172,642203,,ball,13.0,L,R,ARI,COL,B,,,-1.73,1.95,Edwin Moscoso,0.06,0.73,0.4499999999999999,out,in,w
2395,2395,2395,143325,FF,20200824,94.8,-2.96,5.2,218.0,547172,642203,,ball,13.0,L,R,ARI,COL,B,,,-1.01,1.6,Edwin Moscoso,0.041,0.01,0.1,out,in,w
2396,2396,2396,143326,SL,20200824,84.0,-1.81,5.42,143.0,519390,624418,field_out,hit_into_play,8.0,L,R,ARI,COL,X,7.0,fly_ball,0.11,1.8,Edwin Moscoso,-0.212,0.89,0.3,in,in,r
2397,2397,2397,143327,FF,20200824,93.7,-1.77,5.23,234.0,519390,624418,,called_strike,7.0,L,R,ARI,COL,S,,,-0.35,1.83,Edwin Moscoso,-0.041,0.65,0.33,in,in,r
2398,2398,2398,143328,SL,20200824,83.8,-1.54,5.31,129.0,605113,624418,strikeout,swinging_strike,14.0,R,R,ARI,COL,S,2.0,,1.29,1.04,Edwin Moscoso,-0.206,0.29,0.4599999999999999,out,out,w
2399,2399,2399,143329,SL,20200824,85.1,-1.6,5.38,144.0,605113,624418,,swinging_strike,14.0,R,R,ARI,COL,S,,,0.61,1.41,Edwin Moscoso,-0.056,0.39,0.09,in,out,w
2400,2400,2400,143330,SL,20200824,83.8,-1.51,5.32,125.0,605113,624418,,swinging_strike,14.0,R,R,ARI,COL,S,,,1.75,1.19,Edwin Moscoso,-0.062,0.75,0.31,out,out,w
2401,2401,2401,143331,FF,20200824,90.9,-1.48,5.41,227.0,605113,624418,,ball,13.0,R,R,ARI,COL,B,,,-0.89,2.05,Edwin Moscoso,0.031,0.1099999999999999,0.5499999999999998,in,in,r
2402,2402,2402,143332,SL,20200824,84.9,-1.58,5.49,99.0,500871,624418,hit_by_pitch,hit_by_pitch,14.0,L,R,ARI,COL,B,,,2.46,0.74,Edwin Moscoso,0.267,1.46,0.76,out,out,w
2403,2403,2403,143333,CH,20200824,85.4,-1.58,5.46,240.0,572233,624418,home_run,hit_into_play,11.0,R,R,ARI,COL,X,,fly_ball,-0.52,3.51,Edwin Moscoso,1.05,0.48,0.0099999999999997,in,out,w
2404,2404,2404,143334,SL,20200824,83.5,-1.41,5.41,95.0,572233,624418,,ball,14.0,R,R,ARI,COL,B,,,1.41,1.39,Edwin Moscoso,0.015,0.4099999999999999,0.1100000000000001,out,out,w
2405,2405,2405,143335,SL,20200824,83.4,-1.78,5.37,113.0,572233,624418,,swinging_strike,7.0,R,R,ARI,COL,S,,,-0.81,1.46,Edwin Moscoso,-0.039,0.1899999999999999,0.04,in,out,w
2406,2406,2406,143336,CH,20200824,85.3,-1.57,5.49,236.0,572233,624418,,called_strike,9.0,R,R,ARI,COL,S,,,0.7,1.92,Edwin Moscoso,-0.026,0.3,0.4199999999999999,in,in,r
2407,2407,2407,143337,FF,20200824,91.5,-1.7,5.4,232.0,444482,624418,field_out,hit_into_play,11.0,L,R,ARI,COL,X,7.0,fly_ball,-1.02,2.63,Edwin Moscoso,-0.319,0.02,0.8700000000000001,out,in,w
2408,2408,2408,143338,SL,20200824,84.8,-1.59,5.39,84.0,444482,624418,,ball,14.0,L,R,ARI,COL,B,,,1.38,0.77,Edwin Moscoso,0.103,0.3799999999999999,0.73,out,out,w
2409,2409,2409,143339,SL,20200824,84.7,-1.75,5.43,118.0,444482,624418,,ball,14.0,L,R,ARI,COL,B,,,0.61,0.83,Edwin Moscoso,0.035,0.39,0.67,in,out,w
2410,2410,2410,143340,FF,20200824,92.7,-1.74,5.37,233.0,444482,624418,,ball,11.0,L,R,ARI,COL,B,,,-1.09,4.22,Edwin Moscoso,0.027,0.09,0.7199999999999998,out,out,w
2411,2411,2411,143341,CU,20200824,77.3,-1.73,5.55,55.0,444482,624418,,foul,14.0,L,R,ARI,COL,S,,,0.92,2.07,Edwin Moscoso,-0.056,0.0799999999999999,0.5699999999999998,in,in,r
2412,2412,2412,143342,SL,20200824,81.9,-1.69,5.47,114.0,444482,624418,,called_strike,7.0,L,R,ARI,COL,S,,,-0.47,2.21,Edwin Moscoso,-0.042,0.53,0.71,in,in,r
2413,2413,2413,143343,FF,20200824,93.6,-1.28,6.26,209.0,641658,664199,strikeout,swinging_strike,11.0,R,R,ARI,COL,S,2.0,,-0.07,3.98,Edwin Moscoso,-0.078,0.93,0.48,in,out,w
2414,2414,2414,143344,SL,20200824,85.6,-1.01,6.35,103.0,641658,664199,,foul,5.0,R,R,ARI,COL,S,,,0.17,2.28,Edwin Moscoso,0.0,0.83,0.7799999999999998,in,in,r
2415,2415,2415,143345,FF,20200824,94.9,-0.98,6.33,202.0,641658,664199,,foul,5.0,R,R,ARI,COL,S,,,-0.05,2.11,Edwin Moscoso,0.0,0.95,0.6099999999999999,in,in,r
2416,2416,2416,143346,SL,20200824,86.3,-0.83,6.23,158.0,641658,664199,,ball,14.0,R,R,ARI,COL,B,,,1.75,0.4,Edwin Moscoso,0.011,0.75,1.1,out,out,w
2417,2417,2417,143347,SL,20200824,86.0,-0.93,6.33,120.0,641658,664199,,foul,3.0,R,R,ARI,COL,S,,,0.8,3.03,Edwin Moscoso,0.0,0.1999999999999999,0.4700000000000002,in,in,r
2418,2418,2418,143348,SL,20200824,86.5,-0.93,6.31,133.0,641658,664199,,swinging_strike,14.0,R,R,ARI,COL,S,,,1.47,0.71,Edwin Moscoso,-0.027,0.47,0.79,out,out,w
2419,2419,2419,143349,CU,20200824,81.8,-0.92,6.31,36.0,641658,664199,,called_strike,9.0,R,R,ARI,COL,S,,,0.77,1.55,Edwin Moscoso,-0.017,0.2299999999999999,0.05,in,in,r
2420,2420,2420,143350,FF,20200824,95.0,-1.11,6.34,199.0,656541,664199,strikeout,swinging_strike,12.0,L,R,ARI,COL,S,2.0,,0.21,3.71,Edwin Moscoso,-0.118,0.79,0.2099999999999999,in,out,w
2421,2421,2421,143351,FF,20200824,94.9,-1.24,6.23,207.0,656541,664199,,called_strike,7.0,L,R,ARI,COL,S,,,-0.43,2.3,Edwin Moscoso,-0.044,0.5700000000000001,0.7999999999999998,in,in,r
2422,2422,2422,143352,FF,20200824,95.4,-1.02,6.27,201.0,656541,664199,,foul,7.0,L,R,ARI,COL,S,,,-0.4,2.19,Edwin Moscoso,-0.033,0.6,0.69,in,in,r
2423,2423,2423,143353,CH,20200824,90.2,-1.46,5.97,244.0,656541,664199,,ball,13.0,L,R,ARI,COL,B,,,-0.03,1.52,Edwin Moscoso,0.027,0.97,0.02,in,in,r
2424,2424,2424,143354,SL,20200824,87.2,-1.02,6.27,148.0,461314,664199,field_out,hit_into_play,14.0,R,R,ARI,COL,X,4.0,ground_ball,0.58,1.7,Edwin Moscoso,-0.319,0.42,0.1999999999999999,in,in,r
2425,2425,2425,143355,FF,20200824,94.6,-1.28,6.18,210.0,461314,664199,,foul,8.0,R,R,ARI,COL,S,,,-0.23,2.0,Edwin Moscoso,-0.094,0.77,0.5,in,in,r
2426,2426,2426,143356,FF,20200824,93.8,-1.25,6.23,207.0,461314,664199,,called_strike,5.0,R,R,ARI,COL,S,,,-0.25,2.83,Edwin Moscoso,-0.077,0.75,0.6699999999999999,in,in,r
2427,2427,2427,143357,SL,20200824,87.5,-1.18,6.27,176.0,461314,664199,,ball,14.0,R,R,ARI,COL,B,,,0.59,0.89,Edwin Moscoso,0.14,0.41,0.61,in,out,w
2428,2428,2428,143358,CH,20200824,89.1,-1.25,6.07,243.0,461314,664199,,ball,14.0,R,R,ARI,COL,B,,,0.34,1.09,Edwin Moscoso,0.06,0.6599999999999999,0.4099999999999999,in,out,w
2429,2429,2429,143359,FF,20200824,93.6,-1.01,6.22,202.0,461314,664199,,ball,14.0,R,R,ARI,COL,B,,,1.59,2.11,Edwin Moscoso,0.041,0.5900000000000001,0.6099999999999999,out,in,w
2430,2430,2430,143360,FF,20200824,93.9,-1.61,5.33,238.0,516782,624418,field_out,hit_into_play,7.0,R,R,ARI,COL,X,8.0,fly_ball,-0.72,1.9,Edwin Moscoso,-0.286,0.28,0.3999999999999999,in,in,r
2431,2431,2431,143361,CH,20200824,84.0,-1.54,5.51,241.0,516782,624418,,ball,13.0,R,R,ARI,COL,B,,,-0.26,1.24,Edwin Moscoso,0.033,0.74,0.26,in,out,w
2432,2432,2432,143362,CH,20200824,86.0,-1.63,5.45,240.0,606466,624418,walk,ball,13.0,L,R,ARI,COL,B,,,-1.02,1.65,Edwin Moscoso,0.075,0.02,0.1499999999999999,out,in,w
2433,2433,2433,143363,FF,20200824,93.4,-1.53,5.42,223.0,606466,624418,,ball,14.0,L,R,ARI,COL,B,,,1.3,1.27,Edwin Moscoso,0.047,0.3,0.2299999999999999,out,out,w
2434,2434,2434,143364,CH,20200824,86.7,-1.63,5.54,248.0,606466,624418,,swinging_strike,8.0,L,R,ARI,COL,S,,,0.26,1.96,Edwin Moscoso,-0.028,0.74,0.4599999999999999,in,in,r
2435,2435,2435,143365,CH,20200824,85.8,-1.66,5.52,241.0,606466,624418,,ball,13.0,L,R,ARI,COL,B,,,-0.38,0.66,Edwin Moscoso,0.027,0.62,0.84,in,out,w
2436,2436,2436,143366,FF,20200824,91.3,-1.54,5.47,221.0,606466,624418,,ball,1.0,L,R,ARI,COL,B,,,-0.77,3.56,Edwin Moscoso,0.018,0.2299999999999999,0.06,in,out,w
2437,2437,2437,143367,FF,20200824,93.1,-1.56,5.52,213.0,594777,624418,home_run,hit_into_play,2.0,L,R,ARI,COL,X,,fly_ball,0.26,2.91,Edwin Moscoso,1.004,0.74,0.5899999999999999,in,in,r
2438,2438,2438,143368,SL,20200824,84.5,-1.7,5.42,115.0,594777,624418,,ball,14.0,L,R,ARI,COL,B,,,0.72,1.31,Edwin Moscoso,0.013,0.28,0.1899999999999999,in,out,w
2439,2439,2439,143369,FF,20200824,93.0,-1.72,5.37,320.0,594777,624418,,called_strike,1.0,L,R,ARI,COL,S,,,-0.33,2.75,Edwin Moscoso,-0.017,0.6699999999999999,0.75,in,in,r
2440,2440,2440,143370,CH,20200824,85.0,-1.67,5.56,253.0,662139,624418,field_out,hit_into_play,8.0,L,R,ARI,COL,X,6.0,popup,0.22,1.9,Edwin Moscoso,-0.194,0.78,0.3999999999999999,in,in,r
2441,2441,2441,143371,CH,20200824,85.9,-1.75,5.53,237.0,662139,624418,,ball,11.0,L,R,ARI,COL,B,,,-1.98,2.79,Edwin Moscoso,0.027,0.98,0.71,out,in,w
2442,2442,2442,143372,FF,20200824,92.8,-1.71,5.47,260.0,519390,624418,strikeout,swinging_strike,11.0,L,R,ARI,COL,S,2.0,,-0.87,3.38,Edwin Moscoso,-0.18,0.13,0.1200000000000001,in,in,r
2443,2443,2443,143373,CH,20200824,85.8,-1.7,5.48,246.0,519390,624418,,foul,9.0,L,R,ARI,COL,S,,,0.44,1.94,Edwin Moscoso,0.0,0.56,0.4399999999999999,in,in,r
2444,2444,2444,143374,CH,20200824,84.6,-1.77,5.59,246.0,519390,624418,,ball,13.0,L,R,ARI,COL,B,,,-0.83,1.17,Edwin Moscoso,0.027,0.17,0.33,in,out,w
2445,2445,2445,143375,FF,20200824,92.3,-1.65,5.53,229.0,519390,624418,,foul,4.0,L,R,ARI,COL,S,,,-0.8,2.16,Edwin Moscoso,0.0,0.1999999999999999,0.6600000000000001,in,in,r
2446,2446,2446,143376,CU,20200824,79.7,-1.61,5.59,57.0,519390,624418,,foul,14.0,L,R,ARI,COL,S,,,0.34,0.9,Edwin Moscoso,-0.056,0.6599999999999999,0.6,in,out,w
2447,2447,2447,143377,CU,20200824,78.3,-1.54,5.74,342.0,519390,624418,,called_strike,6.0,L,R,ARI,COL,S,,,0.54,2.56,Edwin Moscoso,-0.042,0.4599999999999999,0.94,in,in,r
2448,2448,2448,143378,CH,20200824,89.6,-1.34,6.08,234.0,641857,664199,field_out,hit_into_play,7.0,L,R,ARI,COL,X,6.0,ground_ball,-0.37,2.15,Edwin Moscoso,-0.541,0.63,0.6499999999999999,in,in,r
2449,2449,2449,143379,SL,20200824,86.2,-1.16,6.29,106.0,502517,664199,sac_fly,hit_into_play,8.0,L,R,ARI,COL,X,9.0,fly_ball,0.12,1.97,Edwin Moscoso,-0.175,0.88,0.47,in,in,r
2450,2450,2450,143380,SL,20200824,86.8,-0.94,6.3,120.0,502517,664199,,swinging_strike_blocked,14.0,L,R,ARI,COL,S,,,1.28,0.79,Edwin Moscoso,-0.179,0.28,0.71,out,out,w
2451,2451,2451,143381,FF,20200824,95.0,-1.17,6.18,212.0,502517,664199,,ball,14.0,L,R,ARI,COL,B,,,1.72,1.29,Edwin Moscoso,0.063,0.72,0.2099999999999999,out,out,w
2452,2452,2452,143382,CU,20200824,80.7,-0.89,6.41,36.0,502517,664199,,called_strike,1.0,L,R,ARI,COL,S,,,-0.45,3.33,Edwin Moscoso,-0.182,0.55,0.1699999999999999,in,in,r
2453,2453,2453,143383,SL,20200824,87.0,-1.08,6.31,78.0,596115,664199,strikeout,swinging_strike,14.0,R,R,ARI,COL,S,2.0,,1.15,1.48,Edwin Moscoso,-0.425,0.1499999999999999,0.02,out,out,w
2454,2454,2454,143384,SL,20200824,86.7,-0.96,6.3,119.0,596115,664199,,ball,14.0,R,R,ARI,COL,B,,,1.29,2.27,Edwin Moscoso,0.028,0.29,0.77,out,in,w
2455,2455,2455,143385,FF,20200824,94.6,-1.29,6.28,203.0,596115,664199,,called_strike,7.0,R,R,ARI,COL,S,,,-0.33,2.16,Edwin Moscoso,-0.064,0.6699999999999999,0.6600000000000001,in,in,r
2456,2456,2456,143386,FF,20200824,94.6,-1.11,6.32,201.0,596115,664199,,called_strike,2.0,R,R,ARI,COL,S,,,-0.16,3.07,Edwin Moscoso,-0.11,0.84,0.4300000000000001,in,in,r
2457,2457,2457,143387,SL,20200824,86.1,-0.94,6.33,111.0,596115,664199,,ball,14.0,R,R,ARI,COL,B,,,1.3,1.48,Edwin Moscoso,0.042,0.3,0.02,out,out,w
2458,2458,2458,143388,SL,20200824,86.4,-1.1,6.28,133.0,606132,664199,single,hit_into_play,8.0,L,R,ARI,COL,X,8.0,line_drive,0.27,1.71,Edwin Moscoso,0.811,0.73,0.2099999999999999,in,in,r
2459,2459,2459,143389,CH,20200824,89.7,-1.41,6.1,239.0,606132,664199,,foul,13.0,L,R,ARI,COL,S,,,-1.26,2.13,Edwin Moscoso,0.0,0.26,0.6299999999999999,out,in,w
2460,2460,2460,143390,FF,20200824,94.5,-1.14,6.31,209.0,606132,664199,,foul,6.0,L,R,ARI,COL,S,,,0.43,2.48,Edwin Moscoso,-0.067,0.5700000000000001,0.98,in,in,r
2461,2461,2461,143391,CH,20200824,88.7,-1.4,6.02,241.0,606132,664199,,called_strike,11.0,L,R,ARI,COL,S,,,-0.83,2.7,Edwin Moscoso,-0.049,0.17,0.7999999999999998,in,in,r
2462,2462,2462,143392,FF,20200824,94.7,-1.13,6.37,206.0,547172,664199,single,hit_into_play,1.0,L,R,ARI,COL,X,8.0,line_drive,-0.55,3.29,Edwin Moscoso,0.432,0.4499999999999999,0.2099999999999999,in,in,r
2463,2463,2463,143393,FF,20200824,95.0,-1.29,6.22,206.0,547172,664199,,foul,8.0,L,R,ARI,COL,S,,,-0.17,2.0,Edwin Moscoso,0.0,0.83,0.5,in,in,r
2464,2464,2464,143394,CH,20200824,89.5,-1.24,6.13,241.0,547172,664199,,ball,11.0,L,R,ARI,COL,B,,,-1.49,2.59,Edwin Moscoso,0.035,0.49,0.91,out,in,w
2465,2465,2465,143395,SL,20200824,86.0,-1.0,6.3,127.0,547172,664199,,foul,9.0,L,R,ARI,COL,S,,,0.77,1.72,Edwin Moscoso,0.0,0.2299999999999999,0.2199999999999999,in,in,r
2466,2466,2466,143396,FF,20200824,94.0,-1.08,6.36,203.0,547172,664199,,ball,13.0,L,R,ARI,COL,B,,,-0.52,1.28,Edwin Moscoso,0.027,0.48,0.2199999999999999,in,out,w
2467,2467,2467,143397,SL,20200824,86.2,-1.19,6.28,123.0,547172,664199,,foul,9.0,L,R,ARI,COL,S,,,0.62,1.84,Edwin Moscoso,-0.056,0.38,0.3400000000000001,in,in,r
2468,2468,2468,143398,CU,20200824,79.2,-0.95,6.43,28.0,547172,664199,,called_strike,6.0,L,R,ARI,COL,S,,,0.53,2.28,Edwin Moscoso,-0.042,0.47,0.7799999999999998,in,in,r
2469,2469,2469,143399,SL,20200824,86.1,-1.62,5.35,131.0,605113,624418,field_out,hit_into_play,9.0,R,R,ARI,COL,X,6.0,ground_ball,0.51,2.31,Edwin Moscoso,-0.304,0.49,0.81,in,in,r
2470,2470,2470,143400,CU,20200824,78.1,-1.52,5.46,57.0,605113,624418,,blocked_ball,14.0,R,R,ARI,COL,B,,,1.29,0.63,Edwin Moscoso,0.037,0.29,0.87,out,out,w
2471,2471,2471,143401,SL,20200824,86.4,-1.55,5.38,155.0,605113,624418,,swinging_strike,14.0,R,R,ARI,COL,S,,,1.41,1.48,Edwin Moscoso,-0.068,0.4099999999999999,0.02,out,out,w
2472,2472,2472,143402,CH,20200824,85.2,-1.44,5.51,242.0,605113,624418,,ball,14.0,R,R,ARI,COL,B,,,0.95,1.46,Edwin Moscoso,0.038,0.05,0.04,in,out,w
2473,2473,2473,143403,FF,20200824,93.1,-1.51,5.36,229.0,605113,624418,,called_strike,4.0,R,R,ARI,COL,S,,,-0.68,2.72,Edwin Moscoso,-0.053,0.3199999999999999,0.7799999999999998,in,in,r
2474,2474,2474,143404,CH,20200824,86.9,-1.76,5.5,239.0,500871,624418,single,hit_into_play,7.0,L,R,ARI,COL,X,8.0,ground_ball,-0.51,1.89,Edwin Moscoso,0.547,0.49,0.3899999999999999,in,in,r
2475,2475,2475,143405,FF,20200824,93.6,-1.71,5.43,222.0,500871,624418,,called_strike,3.0,L,R,ARI,COL,S,,,0.34,2.88,Edwin Moscoso,-0.044,0.6599999999999999,0.6200000000000001,in,in,r
2476,2476,2476,143406,FF,20200824,93.8,-1.56,5.43,224.0,572233,624418,walk,blocked_ball,14.0,R,R,ARI,COL,B,,,1.85,0.86,Edwin Moscoso,0.226,0.8500000000000001,0.64,out,out,w
2477,2477,2477,143407,CU,20200824,80.5,-1.57,5.57,57.0,572233,624418,,ball,14.0,R,R,ARI,COL,B,,,1.74,1.5,Edwin Moscoso,0.06,0.74,0.0,out,in,w
2478,2478,2478,143408,CH,20200824,87.1,-1.64,5.53,235.0,572233,624418,,foul,7.0,R,R,ARI,COL,S,,,-0.45,1.43,Edwin Moscoso,-0.047,0.55,0.07,in,out,w
2479,2479,2479,143409,FF,20200824,91.4,-1.67,5.5,226.0,572233,624418,,called_strike,2.0,R,R,ARI,COL,S,,,0.16,2.88,Edwin Moscoso,-0.039,0.84,0.6200000000000001,in,in,r
2480,2480,2480,143410,SL,20200824,84.2,-1.56,5.53,87.0,572233,624418,,ball,14.0,R,R,ARI,COL,B,,,1.61,1.81,Edwin Moscoso,0.04,0.6100000000000001,0.31,out,in,w
2481,2481,2481,143411,CH,20200824,85.2,-1.59,5.58,240.0,572233,624418,,ball,1.0,R,R,ARI,COL,B,,,-0.77,3.0,Edwin Moscoso,0.027,0.2299999999999999,0.5,in,in,r
2482,2482,2482,143412,CU,20200824,77.6,-1.6,5.71,55.0,444482,624418,field_out,hit_into_play,6.0,L,R,ARI,COL,X,4.0,ground_ball,0.43,2.3,Edwin Moscoso,-0.209,0.5700000000000001,0.7999999999999998,in,in,r
2483,2483,2483,143413,SL,20200824,82.0,-1.62,5.58,110.0,444482,624418,,called_strike,4.0,L,R,ARI,COL,S,,,-0.44,2.82,Edwin Moscoso,-0.042,0.56,0.6800000000000002,in,in,r
2484,2484,2484,143414,SL,20200824,87.9,-1.17,6.29,142.0,641658,664199,strikeout,swinging_strike,9.0,R,R,ARI,COL,S,2.0,,0.56,1.55,Edwin Moscoso,-0.216,0.4399999999999999,0.05,in,in,r
2485,2485,2485,143415,FF,20200824,95.6,-1.17,6.22,203.0,641658,664199,,called_strike,8.0,R,R,ARI,COL,S,,,0.2,1.65,Edwin Moscoso,-0.064,0.8,0.1499999999999999,in,in,r
2486,2486,2486,143416,CH,20200824,90.1,-1.24,6.1,230.0,641658,664199,,ball,14.0,R,R,ARI,COL,B,,,0.66,0.86,Edwin Moscoso,0.046,0.3399999999999999,0.64,in,out,w
2487,2487,2487,143417,CU,20200824,81.0,-1.2,6.39,42.0,641658,664199,,called_strike,8.0,R,R,ARI,COL,S,,,0.13,2.1,Edwin Moscoso,-0.052,0.87,0.6000000000000001,in,in,r
2488,2488,2488,143418,FF,20200824,93.7,-1.25,6.27,198.0,641658,664199,,ball,11.0,R,R,ARI,COL,B,,,-0.75,3.98,Edwin Moscoso,0.033,0.25,0.48,in,out,w
2489,2489,2489,143419,CH,20200824,90.2,-1.35,6.03,248.0,656541,664199,walk,ball,14.0,L,R,ARI,COL,B,,,1.37,1.29,Edwin Moscoso,0.075,0.3700000000000001,0.2099999999999999,out,out,w
2490,2490,2490,143420,FF,20200824,94.7,-1.18,6.32,203.0,656541,664199,,ball,11.0,L,R,ARI,COL,B,,,-1.29,2.95,Edwin Moscoso,0.047,0.29,0.5499999999999998,out,in,w
2491,2491,2491,143421,CH,20200824,90.3,-1.56,6.05,236.0,656541,664199,,ball,14.0,L,R,ARI,COL,B,,,0.14,1.02,Edwin Moscoso,0.021,0.86,0.48,in,out,w
2492,2492,2492,143422,CH,20200824,89.7,-1.34,6.1,238.0,656541,664199,,called_strike,13.0,L,R,ARI,COL,S,,,-0.89,2.28,Edwin Moscoso,-0.022,0.1099999999999999,0.7799999999999998,in,in,r
2493,2493,2493,143423,FF,20200824,95.2,-1.09,6.36,204.0,656541,664199,,ball,13.0,L,R,ARI,COL,B,,,-0.09,1.49,Edwin Moscoso,0.018,0.91,0.01,in,out,w
2494,2494,2494,143424,FF,20200824,94.1,-1.31,6.26,203.0,461314,664199,field_out,hit_into_play,2.0,R,R,ARI,COL,X,7.0,line_drive,0.08,3.06,Edwin Moscoso,-0.194,0.92,0.4399999999999999,in,in,r
2495,2495,2495,143425,SL,20200824,86.9,-1.12,6.33,136.0,461314,664199,,ball,14.0,R,R,ARI,COL,B,,,1.28,2.18,Edwin Moscoso,0.027,0.28,0.6800000000000002,out,in,w
2496,2496,2496,143426,CH,20200824,89.5,-1.4,6.12,227.0,641857,664199,field_out,hit_into_play,5.0,L,R,ARI,COL,X,4.0,ground_ball,-0.19,2.37,Edwin Moscoso,-0.291,0.81,0.8700000000000001,in,in,r
2497,2497,2497,143427,CH,20200824,89.8,-1.47,6.06,236.0,641857,664199,,ball,14.0,L,R,ARI,COL,B,,,0.37,-0.45,Edwin Moscoso,0.051,0.63,1.95,in,out,w
2498,2498,2498,143428,FF,20200824,94.4,-1.29,6.34,206.0,641857,664199,,ball,3.0,L,R,ARI,COL,B,,,0.78,3.65,Edwin Moscoso,0.032,0.2199999999999999,0.1499999999999999,in,out,w
2499,2499,2499,143429,FF,20200824,93.8,-1.34,6.27,214.0,641857,664199,,called_strike,14.0,L,R,ARI,COL,S,,,0.85,2.24,Edwin Moscoso,-0.042,0.15,0.7400000000000002,in,in,r
