,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
204094,SL,20200808,84.3,-2.36,4.75,33.0,609275,664092,,blocked_ball,14.0,L,R,KC,MIN,B,,,1.81,-0.14,Jose Navas,0.055
204095,SL,20200808,86.3,-2.08,4.93,36.0,643436,664092,walk,ball,14.0,R,R,KC,MIN,B,,,1.74,1.05,Jose Navas,0.2
204096,SI,20200808,92.5,-2.13,4.76,248.0,643436,664092,,foul,13.0,R,R,KC,MIN,S,,,-0.91,2.06,Jose Navas,-0.084
204097,SI,20200808,94.7,-1.97,4.85,243.0,643436,664092,,blocked_ball,14.0,R,R,KC,MIN,B,,,0.31,0.46,Jose Navas,0.082
204098,SI,20200808,94.1,-2.05,4.77,247.0,643436,664092,,ball,14.0,R,R,KC,MIN,B,,,0.96,1.62,Jose Navas,0.046
204099,SI,20200808,94.2,-1.9,4.95,241.0,643436,664092,,ball,14.0,R,R,KC,MIN,B,,,0.8,1.59,Jose Navas,0.023
204100,SI,20200808,93.1,-2.1,4.86,241.0,643436,664092,,called_strike,7.0,R,R,KC,MIN,S,,,-0.69,2.27,Jose Navas,-0.041
204101,CH,20200808,83.2,-2.01,5.06,190.0,521692,664092,single,hit_into_play,6.0,R,R,KC,MIN,X,7.0,line_drive,0.29,2.23,Jose Navas,0.143
204102,SI,20200808,93.2,-1.79,4.85,243.0,521692,664092,,ball,14.0,R,R,KC,MIN,B,,,1.17,1.28,Jose Navas,0.013
204103,SI,20200808,94.0,-1.89,4.88,200.0,521692,664092,,called_strike,14.0,R,R,KC,MIN,S,,,0.84,1.88,Jose Navas,-0.017
204104,SL,20200808,84.7,-2.18,5.01,68.0,624585,664092,strikeout,swinging_strike,14.0,R,R,KC,MIN,S,2.0,,1.44,2.36,Jose Navas,-0.208
204105,SL,20200808,84.8,-2.06,5.0,116.0,624585,664092,,ball,11.0,R,R,KC,MIN,B,,,-1.75,3.11,Jose Navas,0.06
204106,CH,20200808,82.5,-2.01,5.01,268.0,624585,664092,,foul,2.0,R,R,KC,MIN,S,,,-0.26,3.33,Jose Navas,-0.047
204107,SI,20200808,92.8,-2.22,4.94,244.0,624585,664092,,called_strike,8.0,R,R,KC,MIN,S,,,0.22,1.84,Jose Navas,-0.039
204108,SI,20200808,92.7,-1.97,4.9,250.0,624585,664092,,ball,13.0,R,R,KC,MIN,B,,,-1.64,1.44,Jose Navas,0.04
204109,SI,20200808,93.3,-1.84,4.87,239.0,624585,664092,,ball,14.0,R,R,KC,MIN,B,,,1.28,2.29,Jose Navas,0.027
204110,SL,20200808,84.8,-2.0,5.0,25.0,593160,664092,strikeout,swinging_strike,8.0,R,R,KC,MIN,S,2.0,,0.1,1.52,Jose Navas,-0.153
204111,SI,20200808,92.6,-1.99,4.94,241.0,593160,664092,,swinging_strike,4.0,R,R,KC,MIN,S,,,-0.56,2.64,Jose Navas,-0.056
204112,SI,20200808,91.8,-2.01,4.95,246.0,593160,664092,,called_strike,5.0,R,R,KC,MIN,S,,,-0.1,2.76,Jose Navas,-0.042
204113,FF,20200808,98.0,-0.31,6.19,205.0,621439,572096,strikeout,called_strike,8.0,R,R,KC,MIN,S,2.0,,0.17,2.02,Jose Navas,-0.159
204114,SL,20200808,85.7,-0.22,6.17,111.0,621439,572096,,foul,6.0,R,R,KC,MIN,S,,,0.29,2.75,Jose Navas,-0.053
204115,FF,20200808,96.7,-0.27,6.2,197.0,621439,572096,,foul,2.0,R,R,KC,MIN,S,,,0.25,3.06,Jose Navas,-0.041
204116,SI,20200808,92.7,1.75,5.42,179.0,650333,642100,field_out,hit_into_play,12.0,L,L,KC,MIN,X,8.0,fly_ball,1.28,2.68,Jose Navas,-0.268
204117,SL,20200808,84.3,1.77,5.33,195.0,650333,642100,,ball,13.0,L,L,KC,MIN,B,,,-1.84,1.34,Jose Navas,0.013
204118,SI,20200808,92.4,1.52,5.46,132.0,650333,642100,,foul_tip,8.0,L,L,KC,MIN,S,,,0.11,1.9,Jose Navas,-0.044
204119,CU,20200808,79.0,1.72,5.48,219.0,503556,642100,single,hit_into_play,14.0,R,L,KC,MIN,X,8.0,fly_ball,0.69,1.17,Jose Navas,0.315
204120,CU,20200808,79.3,1.5,5.55,,503556,642100,,called_strike,6.0,R,L,KC,MIN,S,,,0.65,2.65,Jose Navas,-0.044
204121,SI,20200808,93.0,1.5,5.39,32.0,503556,642100,,called_strike,4.0,R,L,KC,MIN,S,,,-0.55,2.31,Jose Navas,-0.033
204122,SI,20200808,93.5,1.57,5.5,97.0,503556,642100,,ball,13.0,R,L,KC,MIN,B,,,-0.65,1.41,Jose Navas,0.027
204123,CU,20200808,78.5,1.66,5.46,194.0,592696,642100,field_out,hit_into_play,5.0,L,L,KC,MIN,X,8.0,line_drive,-0.25,2.43,Jose Navas,-0.241
204124,SI,20200808,91.7,1.57,5.36,167.0,592696,642100,,called_strike,7.0,L,L,KC,MIN,S,,,-0.31,1.93,Jose Navas,-0.05
204125,SI,20200808,92.2,1.79,5.52,187.0,592696,642100,,ball,14.0,L,L,KC,MIN,B,,,1.01,2.36,Jose Navas,0.041
204126,SL,20200808,86.9,-2.28,4.82,66.0,621433,664092,field_out,hit_into_play,14.0,L,R,KC,MIN,X,4.0,popup,1.21,1.75,Jose Navas,-0.278
204127,SI,20200808,94.7,-2.01,4.85,251.0,621433,664092,,ball,14.0,L,R,KC,MIN,B,,,1.02,2.28,Jose Navas,0.066
204128,SI,20200808,93.8,-2.23,4.83,248.0,621433,664092,,called_strike,4.0,L,R,KC,MIN,S,,,-0.72,2.26,Jose Navas,-0.095
204129,SI,20200808,93.5,-2.35,4.82,243.0,621433,664092,,called_strike,7.0,L,R,KC,MIN,S,,,-0.54,1.9,Jose Navas,-0.053
204130,SL,20200808,85.5,-2.34,4.88,207.0,670032,664092,field_out,hit_into_play,2.0,L,R,KC,MIN,X,4.0,ground_ball,-0.18,2.78,Jose Navas,-0.342
204131,SI,20200808,94.6,-2.16,4.88,227.0,670032,664092,,ball,14.0,L,R,KC,MIN,B,,,0.82,0.12,Jose Navas,0.065
204132,CH,20200808,84.5,-2.25,4.89,233.0,670032,664092,,ball,13.0,L,R,KC,MIN,B,,,-1.66,2.17,Jose Navas,0.037
204133,SL,20200808,86.6,-2.23,4.91,54.0,670032,664092,,foul,8.0,L,R,KC,MIN,S,,,-0.16,1.56,Jose Navas,0.0
204134,CH,20200808,84.5,-2.18,4.97,213.0,670032,664092,,ball,13.0,L,R,KC,MIN,B,,,-1.13,1.3,Jose Navas,0.016
204135,SI,20200808,93.5,-2.24,4.78,246.0,670032,664092,,foul,7.0,L,R,KC,MIN,S,,,-0.5,1.69,Jose Navas,-0.059
204136,SI,20200808,94.1,-2.2,4.9,246.0,670032,664092,,called_strike,8.0,L,R,KC,MIN,S,,,0.08,1.46,Jose Navas,-0.044
204137,SI,20200808,93.1,-2.25,4.81,259.0,596748,664092,walk,ball,13.0,R,R,KC,MIN,B,,,-2.01,1.85,Jose Navas,0.226
204138,SI,20200808,93.9,-2.06,4.86,249.0,596748,664092,,foul,6.0,R,R,KC,MIN,S,,,0.64,2.28,Jose Navas,0.0
204139,CH,20200808,83.8,-1.99,5.04,285.0,596748,664092,,ball,14.0,R,R,KC,MIN,B,,,1.32,0.13,Jose Navas,0.152
204140,SI,20200808,93.9,-2.13,4.86,248.0,596748,664092,,swinging_strike,8.0,R,R,KC,MIN,S,,,-0.24,1.49,Jose Navas,-0.222
204141,SL,20200808,85.6,-2.3,4.92,60.0,596748,664092,,called_strike,7.0,R,R,KC,MIN,S,,,-0.69,2.01,Jose Navas,-0.041
204142,SL,20200808,85.7,-2.28,5.0,53.0,596748,664092,,ball,14.0,R,R,KC,MIN,B,,,1.2,2.37,Jose Navas,0.052
204143,SL,20200808,87.1,-2.19,5.05,42.0,596748,664092,,ball,14.0,R,R,KC,MIN,B,,,1.22,1.18,Jose Navas,0.019
204144,SL,20200808,86.2,-2.36,4.92,37.0,460086,664092,strikeout,swinging_strike,9.0,L,R,KC,MIN,S,2.0,,0.42,2.06,Jose Navas,-0.345
204145,SI,20200808,94.6,-2.04,4.99,238.0,460086,664092,,foul,7.0,L,R,KC,MIN,S,,,-0.47,1.75,Jose Navas,-0.108
204146,CH,20200808,83.5,-2.24,5.01,293.0,460086,664092,,ball,11.0,L,R,KC,MIN,B,,,-1.79,2.66,Jose Navas,0.029
204147,SL,20200808,84.8,-2.4,5.09,65.0,460086,664092,,called_strike,9.0,L,R,KC,MIN,S,,,0.52,1.88,Jose Navas,-0.071
204148,SI,20200808,93.8,-2.35,4.85,241.0,460086,664092,,ball,11.0,L,R,KC,MIN,B,,,-2.82,3.31,Jose Navas,0.039
204149,SI,20200808,93.4,-2.31,4.92,249.0,609275,664092,single,hit_into_play,11.0,L,R,KC,MIN,X,4.0,ground_ball,-0.89,2.58,Jose Navas,0.356
204150,CH,20200808,83.0,-2.13,5.07,320.0,609275,664092,,ball,13.0,L,R,KC,MIN,B,,,-1.49,1.44,Jose Navas,0.051
204151,SI,20200808,93.9,-2.27,4.9,247.0,609275,664092,,swinging_strike,5.0,L,R,KC,MIN,S,,,0.14,2.73,Jose Navas,-0.05
204152,SL,20200808,83.5,-2.32,5.06,66.0,609275,664092,,ball,11.0,L,R,KC,MIN,B,,,-1.26,3.2,Jose Navas,0.041
204153,FF,20200808,93.1,-2.33,5.26,222.0,593934,453178,strikeout,foul_tip,2.0,R,R,KC,MIN,S,2.0,,-0.07,3.42,Jose Navas,-0.078
204154,FC,20200808,88.4,-2.37,5.32,143.0,593934,453178,,foul,14.0,R,R,KC,MIN,S,,,1.07,1.96,Jose Navas,-0.029
204155,FF,20200808,94.4,-2.29,5.3,226.0,593934,453178,,ball,14.0,R,R,KC,MIN,B,,,1.17,1.84,Jose Navas,0.013
204156,FC,20200808,89.1,-2.47,5.3,274.0,593934,453178,,foul,8.0,R,R,KC,MIN,S,,,0.08,2.15,Jose Navas,-0.017
204157,FC,20200808,89.9,-2.41,5.28,220.0,443558,453178,field_out,hit_into_play,6.0,R,R,KC,MIN,X,5.0,ground_ball,0.29,2.54,Jose Navas,-0.168
204158,CH,20200808,86.1,-2.22,5.45,244.0,596146,453178,home_run,hit_into_play,4.0,L,R,KC,MIN,X,,line_drive,-0.52,2.54,Jose Navas,1.02
204159,FF,20200808,94.6,-2.3,5.25,190.0,596146,453178,,foul,12.0,L,R,KC,MIN,S,,,1.0,3.37,Jose Navas,0.0
204160,FF,20200808,95.2,-2.41,5.22,181.0,596146,453178,,ball,3.0,L,R,KC,MIN,B,,,0.69,3.54,Jose Navas,0.03
204161,CH,20200808,86.2,-2.08,5.42,242.0,596146,453178,,foul,13.0,L,R,KC,MIN,S,,,-0.93,2.03,Jose Navas,0.0
204162,FF,20200808,94.5,-2.43,5.2,200.0,596146,453178,,foul,5.0,L,R,KC,MIN,S,,,-0.19,2.24,Jose Navas,0.0
204163,FC,20200808,90.7,-2.38,5.32,83.0,596146,453178,,foul,6.0,L,R,KC,MIN,S,,,0.66,2.47,Jose Navas,-0.044
204164,FF,20200808,93.5,-2.37,5.28,191.0,596146,453178,,ball,12.0,L,R,KC,MIN,B,,,1.01,3.43,Jose Navas,0.02
204165,FF,20200808,94.1,-2.3,5.26,222.0,596146,453178,,foul,5.0,L,R,KC,MIN,S,,,0.14,2.75,Jose Navas,-0.026
204166,CH,20200808,86.9,-2.15,5.43,240.0,641598,453178,strikeout,swinging_strike,7.0,R,R,KC,MIN,S,2.0,,-0.83,1.79,Jose Navas,-0.18
204167,FF,20200808,94.4,-2.23,5.21,226.0,641598,453178,,foul,5.0,R,R,KC,MIN,S,,,0.05,2.21,Jose Navas,-0.06
204168,FF,20200808,93.4,-2.32,5.3,217.0,641598,453178,,ball,11.0,R,R,KC,MIN,B,,,-0.14,4.32,Jose Navas,0.032
204169,FC,20200808,90.5,-2.35,5.32,221.0,641598,453178,,called_strike,9.0,R,R,KC,MIN,S,,,0.79,1.63,Jose Navas,-0.042
204170,CH,20200808,90.6,-2.13,6.39,194.0,614173,660896,field_out,hit_into_play,7.0,L,R,KC,MIN,X,2.0,ground_ball,-0.61,1.49,Jose Navas,-0.096
204171,SL,20200808,92.3,-1.81,6.51,168.0,614173,660896,,foul,14.0,L,R,KC,MIN,S,,,0.12,1.2,Jose Navas,0.0
204172,FF,20200808,99.4,-1.49,6.85,203.0,614173,660896,,ball,11.0,L,R,KC,MIN,B,,,-0.89,3.62,Jose Navas,0.018
204173,CH,20200808,90.5,-2.13,6.4,229.0,614173,660896,,swinging_strike,14.0,L,R,KC,MIN,S,,,0.03,1.01,Jose Navas,-0.029
204174,SL,20200808,92.3,-2.0,6.42,189.0,614173,660896,,ball,14.0,L,R,KC,MIN,B,,,0.3,-0.02,Jose Navas,0.013
204175,SL,20200808,90.4,-2.05,6.47,213.0,614173,660896,,swinging_strike,14.0,L,R,KC,MIN,S,,,1.18,2.3,Jose Navas,-0.017
204176,FF,20200808,98.3,-1.59,6.68,205.0,521692,660896,strikeout,swinging_strike,14.0,R,R,KC,MIN,S,2.0,,1.04,2.55,Jose Navas,-0.208
204177,SL,20200808,90.6,-1.91,6.56,141.0,521692,660896,,foul,6.0,R,R,KC,MIN,S,,,0.62,2.54,Jose Navas,0.0
204178,SL,20200808,90.3,-1.95,6.52,,521692,660896,,foul,12.0,R,R,KC,MIN,S,,,0.91,2.61,Jose Navas,-0.058
204179,FF,20200808,97.3,-1.78,6.62,212.0,521692,660896,,foul,9.0,R,R,KC,MIN,S,,,0.43,2.07,Jose Navas,-0.059
204180,CH,20200808,90.6,-2.07,6.48,224.0,521692,660896,,ball,12.0,R,R,KC,MIN,B,,,1.21,3.64,Jose Navas,0.091
204181,FF,20200808,98.1,-1.63,6.7,211.0,521692,660896,,ball,11.0,R,R,KC,MIN,B,,,-1.02,3.91,Jose Navas,0.04
204182,FF,20200808,99.3,-1.49,6.62,214.0,521692,660896,,ball,14.0,R,R,KC,MIN,B,,,1.97,1.68,Jose Navas,0.027
204183,FF,20200808,99.1,-1.81,6.68,217.0,624585,660896,field_out,hit_into_play,5.0,R,R,KC,MIN,X,8.0,line_drive,-0.02,2.51,Jose Navas,-0.215
204184,CH,20200808,92.1,-2.01,6.18,194.0,624585,660896,,ball,14.0,R,R,KC,MIN,B,,,0.87,-0.55,Jose Navas,0.035
204185,SL,20200808,90.0,-2.17,6.37,189.0,624585,660896,,ball,14.0,R,R,KC,MIN,B,,,0.62,-0.11,Jose Navas,0.027
204186,SL,20200808,90.7,-2.03,6.59,210.0,624585,660896,,swinging_strike,14.0,R,R,KC,MIN,S,,,0.3,1.14,Jose Navas,-0.056
204187,SL,20200808,88.2,-2.27,6.48,225.0,624585,660896,,foul,5.0,R,R,KC,MIN,S,,,-0.01,2.4,Jose Navas,-0.042
204188,FF,20200808,94.1,-0.2,6.01,190.0,501303,518813,grounded_into_double_play,hit_into_play,7.0,L,R,KC,MIN,X,6.0,ground_ball,-0.77,1.65,Jose Navas,-0.826
204189,SL,20200808,85.5,-0.03,6.05,57.0,621439,518813,single,hit_into_play,6.0,R,R,KC,MIN,X,7.0,line_drive,0.45,2.69,Jose Navas,1.336
204190,SL,20200808,86.1,-0.16,6.05,67.0,621439,518813,,swinging_strike,6.0,R,R,KC,MIN,S,,,0.83,2.3,Jose Navas,-0.182
204191,FF,20200808,93.9,-0.07,6.05,187.0,650333,518813,walk,ball,11.0,L,R,KC,MIN,B,,,-0.02,3.47,Jose Navas,0.43
204192,FF,20200808,93.8,-0.12,6.02,192.0,650333,518813,,called_strike,12.0,L,R,KC,MIN,S,,,0.2,3.39,Jose Navas,-0.119
204193,FF,20200808,93.7,-0.14,6.04,191.0,650333,518813,,ball,11.0,L,R,KC,MIN,B,,,-0.79,3.94,Jose Navas,0.235
204194,FF,20200808,93.3,-0.23,6.14,189.0,650333,518813,,ball,11.0,L,R,KC,MIN,B,,,-0.14,4.43,Jose Navas,0.106
204195,CU,20200808,77.8,-0.4,6.13,34.0,650333,518813,,ball,9.0,L,R,KC,MIN,B,,,0.82,1.75,Jose Navas,0.056
204196,SL,20200808,83.4,-2.79,5.32,44.0,503556,676604,hit_by_pitch,hit_by_pitch,14.0,L,R,KC,MIN,B,,,1.61,1.48,Jose Navas,0.466
204197,FF,20200808,94.4,-3.12,5.09,234.0,503556,676604,,ball,11.0,L,R,KC,MIN,B,,,-1.74,3.52,Jose Navas,0.037
204198,SL,20200808,85.9,-3.31,5.09,111.0,503556,676604,,foul,4.0,L,R,KC,MIN,S,,,-0.38,2.7,Jose Navas,0.0
204199,SL,20200808,85.0,-3.19,5.06,23.0,503556,676604,,foul,14.0,L,R,KC,MIN,S,,,0.4,1.47,Jose Navas,-0.056
204200,SL,20200808,85.8,-3.28,5.12,107.0,503556,676604,,foul,5.0,L,R,KC,MIN,S,,,0.01,2.77,Jose Navas,-0.062
204201,FF,20200808,93.5,-3.07,5.12,229.0,503556,676604,,ball,11.0,L,R,KC,MIN,B,,,-0.9,3.63,Jose Navas,0.031
204202,FF,20200808,93.7,-3.34,5.13,249.0,592696,676604,walk,ball,11.0,L,R,KC,MIN,B,,,-1.02,3.09,Jose Navas,0.109
204203,FF,20200808,94.1,-3.05,5.07,226.0,592696,676604,,ball,14.0,L,R,KC,MIN,B,,,0.35,-0.4,Jose Navas,0.091
204204,FF,20200808,94.7,-3.16,5.17,219.0,592696,676604,,ball,13.0,L,R,KC,MIN,B,,,-0.02,1.12,Jose Navas,0.04
204205,CH,20200808,85.8,-3.18,5.21,252.0,592696,676604,,ball,11.0,L,R,KC,MIN,B,,,-1.28,2.64,Jose Navas,0.027
204206,SL,20200808,86.5,-3.06,5.22,86.0,593934,676604,strikeout,called_strike,1.0,R,R,KC,MIN,S,2.0,,-0.44,3.4,Jose Navas,-0.319
204207,SL,20200808,84.5,-2.92,5.27,64.0,593934,676604,,ball,14.0,R,R,KC,MIN,B,,,0.73,0.69,Jose Navas,0.103
204208,FF,20200808,96.0,-2.85,5.29,220.0,593934,676604,,foul,9.0,R,R,KC,MIN,S,,,0.76,2.2,Jose Navas,0.0
204209,SL,20200808,83.6,-3.13,5.25,69.0,593934,676604,,foul,8.0,R,R,KC,MIN,S,,,0.11,2.19,Jose Navas,-0.076
204210,FF,20200808,95.1,-2.73,5.18,227.0,593934,676604,,ball,14.0,R,R,KC,MIN,B,,,1.04,2.1,Jose Navas,0.051
204211,SL,20200808,85.3,-2.99,5.2,60.0,593934,676604,,ball,14.0,R,R,KC,MIN,B,,,1.65,0.22,Jose Navas,0.032
204212,FF,20200808,94.4,-3.0,5.41,224.0,593934,676604,,called_strike,6.0,R,R,KC,MIN,S,,,0.69,2.39,Jose Navas,-0.042
204213,SL,20200808,90.7,-1.85,6.58,138.0,593160,660896,strikeout,foul_tip,6.0,R,R,KC,MIN,S,2.0,,0.73,2.55,Jose Navas,-0.078
204214,SL,20200808,92.1,-1.9,6.61,161.0,593160,660896,,foul,4.0,R,R,KC,MIN,S,,,-0.42,2.71,Jose Navas,0.0
204215,FF,20200808,99.2,-1.72,6.74,202.0,593160,660896,,foul,2.0,R,R,KC,MIN,S,,,0.05,3.29,Jose Navas,-0.029
204216,FF,20200808,98.3,-1.74,6.69,205.0,593160,660896,,foul,1.0,R,R,KC,MIN,S,,,-0.41,3.0,Jose Navas,-0.022
204217,FF,20200808,98.2,-1.68,6.7,207.0,593160,660896,,ball,14.0,R,R,KC,MIN,B,,,1.51,1.73,Jose Navas,0.018
204218,SL,20200808,92.2,-1.93,6.53,185.0,621433,660896,strikeout,swinging_strike_blocked,14.0,L,R,KC,MIN,S,2.0,,0.33,0.36,Jose Navas,-0.148
204219,FF,20200808,99.3,-1.7,6.79,211.0,621433,660896,,ball,11.0,L,R,KC,MIN,B,,,-0.32,4.59,Jose Navas,0.03
204220,SL,20200808,93.4,-2.04,6.44,184.0,621433,660896,,ball,13.0,L,R,KC,MIN,B,,,-0.04,-0.07,Jose Navas,0.015
204221,FF,20200808,98.4,-1.73,6.65,202.0,621433,660896,,foul,7.0,L,R,KC,MIN,S,,,-0.75,1.93,Jose Navas,-0.039
204222,FF,20200808,99.1,-1.83,6.68,220.0,621433,660896,,swinging_strike,6.0,L,R,KC,MIN,S,,,0.37,2.53,Jose Navas,-0.026
204223,CH,20200808,90.1,-2.07,6.38,231.0,670032,660896,strikeout,swinging_strike,2.0,L,R,KC,MIN,S,2.0,,-0.2,3.01,Jose Navas,-0.319
204224,FF,20200808,99.0,-1.87,6.73,210.0,670032,660896,,foul,5.0,L,R,KC,MIN,S,,,-0.01,2.44,Jose Navas,0.0
204225,SL,20200808,89.9,-2.23,6.55,197.0,670032,660896,,called_strike,2.0,L,R,KC,MIN,S,,,-0.16,2.65,Jose Navas,-0.094
204226,FF,20200808,96.2,-1.94,6.72,210.0,670032,660896,,called_strike,2.0,L,R,KC,MIN,S,,,-0.01,2.56,Jose Navas,-0.077
204227,FF,20200808,98.2,-1.81,6.78,208.0,670032,660896,,ball,12.0,L,R,KC,MIN,B,,,1.13,2.78,Jose Navas,0.14
204228,FF,20200808,98.1,-1.84,6.61,214.0,670032,660896,,ball,8.0,L,R,KC,MIN,B,,,-0.14,1.35,Jose Navas,0.06
204229,FF,20200808,97.3,-2.15,6.55,87.0,670032,660896,,ball,14.0,L,R,KC,MIN,B,,,0.79,0.41,Jose Navas,0.041
204230,FF,20200808,94.4,-2.87,5.25,220.0,443558,676604,field_out,hit_into_play,6.0,R,R,KC,MIN,X,9.0,fly_ball,0.28,2.44,Jose Navas,-0.112
204231,FF,20200808,94.8,-3.12,5.08,225.0,596146,676604,field_out,hit_into_play,5.0,L,R,KC,MIN,X,4.0,ground_ball,0.23,2.44,Jose Navas,-0.148
204232,FF,20200808,94.5,-2.96,5.2,230.0,596146,676604,,foul,12.0,L,R,KC,MIN,S,,,1.11,3.37,Jose Navas,0.0
204233,SL,20200808,85.4,-3.24,5.15,95.0,596146,676604,,foul,5.0,L,R,KC,MIN,S,,,-0.13,2.24,Jose Navas,-0.047
204234,CH,20200808,84.2,-3.21,5.12,262.0,596146,676604,,ball,11.0,L,R,KC,MIN,B,,,-1.48,4.71,Jose Navas,0.033
204235,CH,20200808,84.7,-3.22,5.1,259.0,596146,676604,,ball,13.0,L,R,KC,MIN,B,,,-1.19,2.29,Jose Navas,0.02
204236,SL,20200808,84.1,-3.18,5.2,89.0,596146,676604,,called_strike,5.0,L,R,KC,MIN,S,,,-0.27,2.73,Jose Navas,-0.026
204237,FF,20200808,94.3,-2.98,5.27,223.0,641598,676604,field_out,hit_into_play,8.0,R,R,KC,MIN,X,9.0,fly_ball,0.02,2.12,Jose Navas,-0.413
204238,FF,20200808,93.7,-2.95,5.17,225.0,641598,676604,,ball,12.0,R,R,KC,MIN,B,,,1.15,2.63,Jose Navas,0.122
204239,FF,20200808,93.3,-3.08,5.17,225.0,641598,676604,,called_strike,6.0,R,R,KC,MIN,S,,,0.66,2.35,Jose Navas,-0.059
204240,SL,20200808,80.5,-3.18,5.28,88.0,641598,676604,,ball,11.0,R,R,KC,MIN,B,,,-1.32,3.62,Jose Navas,0.06
204241,FF,20200808,93.1,-2.94,5.36,231.0,641598,676604,,ball,11.0,R,R,KC,MIN,B,,,-0.41,3.65,Jose Navas,0.041
204242,SL,20200808,81.4,-0.98,5.98,85.0,596748,664054,field_out,hit_into_play,12.0,R,R,KC,MIN,X,5.0,ground_ball,1.32,2.61,Jose Navas,-0.209
204243,SL,20200808,82.2,-1.12,5.85,90.0,596748,664054,,swinging_strike,14.0,R,R,KC,MIN,S,,,0.89,2.09,Jose Navas,-0.041
204244,CH,20200808,86.4,-1.34,5.62,225.0,460086,664054,force_out,hit_into_play,7.0,L,R,KC,MIN,X,3.0,ground_ball,-0.52,2.06,Jose Navas,-0.36
204245,CH,20200808,85.7,-1.2,5.73,228.0,609275,664054,field_out,hit_into_play,9.0,L,R,KC,MIN,X,7.0,fly_ball,0.32,1.73,Jose Navas,-0.36
204246,SL,20200808,82.9,-1.09,5.87,80.0,609275,664054,,foul,9.0,L,R,KC,MIN,S,,,0.74,2.07,Jose Navas,-0.071
204247,SL,20200808,82.1,-1.15,5.95,84.0,609275,664054,,ball,3.0,L,R,KC,MIN,B,,,0.64,3.56,Jose Navas,0.039
204248,FF,20200808,91.7,-1.18,5.87,203.0,656811,664054,walk,ball,11.0,L,R,KC,MIN,B,,,-0.57,3.86,Jose Navas,0.161
204249,FF,20200808,92.2,-1.05,5.81,204.0,656811,664054,,ball,14.0,L,R,KC,MIN,B,,,1.76,2.21,Jose Navas,0.14
204250,SL,20200808,82.5,-0.99,5.95,90.0,656811,664054,,ball,3.0,L,R,KC,MIN,B,,,0.76,3.14,Jose Navas,0.06
204251,FF,20200808,92.3,-1.43,5.79,212.0,656811,664054,,ball,12.0,L,R,KC,MIN,B,,,0.22,4.25,Jose Navas,0.041
204252,FF,20200808,91.8,-1.23,5.74,204.0,521692,664054,home_run,hit_into_play,5.0,R,R,KC,MIN,X,,line_drive,0.15,2.53,Jose Navas,1.035
204253,FF,20200808,91.2,-1.39,5.73,207.0,521692,664054,,ball,11.0,R,R,KC,MIN,B,,,-0.78,4.71,Jose Navas,0.035
204254,SL,20200808,82.5,-1.01,5.93,87.0,521692,664054,,swinging_strike,14.0,R,R,KC,MIN,S,,,0.9,0.7,Jose Navas,-0.06
204255,FF,20200808,91.0,-1.42,5.88,200.0,521692,664054,,ball,11.0,R,R,KC,MIN,B,,,-1.05,3.36,Jose Navas,0.032
204256,SL,20200808,81.8,-1.26,5.83,72.0,521692,664054,,foul,2.0,R,R,KC,MIN,S,,,-0.1,3.07,Jose Navas,-0.042
204257,SL,20200808,82.4,-1.08,5.91,72.0,624585,664054,home_run,hit_into_play,2.0,R,R,KC,MIN,X,,line_drive,0.23,3.33,Jose Navas,1.87
204258,FF,20200808,92.0,-1.28,5.81,206.0,624585,664054,,called_strike,9.0,R,R,KC,MIN,S,,,0.32,2.31,Jose Navas,-0.078
204259,SL,20200808,82.5,-1.24,5.86,269.0,624585,664054,,foul,14.0,R,R,KC,MIN,S,,,0.93,2.55,Jose Navas,-0.096
204260,FF,20200808,92.1,-1.23,5.79,202.0,593160,664054,single,hit_into_play,14.0,R,R,KC,MIN,X,9.0,line_drive,0.95,2.42,Jose Navas,0.851
204261,FF,20200808,92.0,-1.35,5.73,199.0,593160,664054,,swinging_strike,8.0,R,R,KC,MIN,S,,,-0.06,2.06,Jose Navas,-0.107
204262,SL,20200808,79.4,-1.33,5.95,57.0,593160,664054,,called_strike,5.0,R,R,KC,MIN,S,,,0.27,2.2,Jose Navas,-0.071
204263,SL,20200808,80.7,-1.34,5.94,68.0,593160,664054,,ball,12.0,R,R,KC,MIN,B,,,0.54,4.14,Jose Navas,0.039
204264,FF,20200808,89.0,2.17,5.67,142.0,621433,626929,single,hit_into_play,6.0,L,L,KC,MIN,X,4.0,ground_ball,0.64,2.76,Jose Navas,0.146
204265,SL,20200808,80.5,2.26,5.56,191.0,670032,626929,home_run,hit_into_play,5.0,L,L,KC,MIN,X,,line_drive,-0.16,2.26,Jose Navas,1.544
204266,SL,20200808,80.9,2.11,5.59,238.0,670032,626929,,ball,13.0,L,L,KC,MIN,B,,,-1.34,1.69,Jose Navas,0.039
204267,SL,20200808,81.8,2.09,5.72,185.0,596748,626929,single,hit_into_play,1.0,R,L,KC,MIN,X,7.0,ground_ball,-0.31,2.92,Jose Navas,0.407
204268,FF,20200808,88.6,2.19,5.7,203.0,596748,626929,,foul,7.0,R,L,KC,MIN,S,,,-0.48,1.57,Jose Navas,-0.05
